id_num,name,year,author,tasks,topics,keywords,types,annotations,size,num_cat,description,url,thumbnail,paper,citations,conferences,institutions,
173,CSIR-CSIO Moving Object Thermal Infrared Imagery Dataset (MOTIID),2013,"Akula, A., Ghosh, R., Kumar, S., & Sardana, H. K. ",detection,object;vehicle;pedestrian,infrared,video;video frames;images,temporal bounding boxes,18,,"Moving object (Pedestrian, Vehicle, etc.) detection in thermal infrared imagery ",http://vcipl-okstate.org/pbvs/bench/,http://vcipl-okstate.org/pbvs/bench/images/Data-09-logo.jpg,Moving target detection in thermal infrared imagery using spatiotemporal information,"Akula, A., Ghosh, R., Kumar, S., & Sardana, H. K. (2013). Moving target detection in thermal infrared imagery using spatiotemporal information. JOSA A, 30(8), 1492-1501;Akula, A., Khanna, N., Ghosh, R., Kumar, S., Das, A., & Sardana, H. K. (2014). Adaptive contour-based statistical background subtraction method for moving target detection in infrared video sequences. Infrared Physics & Technology, 63, 103-109.",,Academy of Scientific and Innovative Research (AcSIR);Central Scientific Instruments Organisation (CSIR-CSIO),
174,Pedestrian Infrared/visible Stereo Video Dataset,2014,"Bilodeau, G.-A., Torabi, A., St-Charles, P.-L., Riahi, D.",authentication/matching;recognition,pedestrian,infrared,video;video frames;images,localization line/shape coordinates;attribute annotations,206,,Registration of pedestrian at close range in infrared/visible stereo videos.,http://vcipl-okstate.org/pbvs/bench/,http://vcipl-okstate.org/pbvs/bench/images/Data-10-logo.jpg,Thermal–visible registration of human silhouettes: A similarity measure performance evaluation,"Bilodeau, G. A., Torabi, A., St-Charles, P. L., & Riahi, D. (2014). Thermal–visible registration of human silhouettes: A similarity measure performance evaluation. Infrared Physics & Technology, 64, 79-86.",,Ecole Polytechnique de Montreal;Universite de Montreal,
175,Thermal Infrared Video Benchmark for Visual Analysis,2014,"Wu, Z., Fuller, N., Theriault, D., & Betke, M.",detection;tracking,object;person;pedestrian;animal,infrared,video;video frames;images,bounding boxes;tracking annotations,60000,,"Object detection, counting and tracking with single/multiple views in infrared videos.",http://vcipl-okstate.org/pbvs/bench/,http://vcipl-okstate.org/pbvs/bench/images/benchmark11.png,A thermal infrared video benchmark for visual analysis. ,"Wu, Z., Fuller, N., Theriault, D., & Betke, M. (2014, June). A thermal infrared video benchmark for visual analysis. In Computer Vision and Pattern Recognition Workshops (CVPRW), 2014 IEEE Conference on (pp. 201-208). IEEE.",CVPR,The Mathworks Inc.;Boston University,
176,Maritime Imagery in the Visible and Infrared Spectrums,2015,"Zhang, M. M., Choi, J., Daniilidis, K., Wolf, M. T., & Kanan, C. ",classification,object,ships,images,category labels,2865,6,VAIS contains simultaneously acquired unregistered thermal and visible images of ships acquired from piers. It is suitable for object classification research. ,http://vcipl-okstate.org/pbvs/bench/,http://vcipl-okstate.org/pbvs/bench/images/Data-12-logo.jpg,VAIS: A Dataset for Recognizing Maritime Imagery in the Visible and Infrared Spectrums,"Zhang, M. M., Choi, J., Daniilidis, K., Wolf, M. T., & Kanan, C. (2015). Vais: A dataset for recognizing maritime imagery in the visible and infrared spectrums. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition Workshops (pp. 10-16).",CVPR,University of Pennsylvania;Gwangju Institute of Science and Technology;California Institute of Technology,
177,"Stanford Street View Image, Pose, and 3D Cities Dataset ",2016,"Amir R Zamir, Tilman Wekel, Pulkit Agrawal, Jitendra Malik and Silvio Savarese
",pose estimation;representation,object;city,,images,geolocation labels;joint positions/pose annotations,25000000,,"We contribute a large-scale dataset composed of object-centric Street View scenes along with point correspondences and camera pose information. We collected the dataset by integrating Street View images, their metadata, and large-scale geo-registered 3D building models scraped on the web. ",http://3drepresentation.stanford.edu/,http://3drepresentation.stanford.edu/static/images/examples/10/examples-046.jpg,Generic 3D Representation via Pose Estimation and Matching,"Zamir, A. R., Wekel, T., Agrawal, P., Wei, C., Malik, J., & Savarese, S. (2016, October). Generic 3d representation via pose estimation and matching. In European Conference on Computer Vision (pp. 535-553). Springer, Cham.",ECCV,"Stanford University;University of California, Berkeley",
178,TESTIMAGES,2014,N. Asuni and A. Giachetti,imaging/image processing,images,displays,images,n/a,2000000,,"The TESTIMAGES archive is a huge and free collection of sample images designed for analysis and quality assessment of different kinds of displays (i.e. monitors, televisions and digital cinema projectors) and image processing techniques. The archive includes more than 2 million images originally acquired and divided in three different categories: SAMPLING and SAMPLING_PATTERNS (aimed at testing resampling algorithms), COLOR (aimed at testing color rendering on different displays) and PATTERNS (aimed at testing the rendering of standard geometrical patterns).",https://testimages.org/,https://testimages.org/img/testimages_screenshot.jpg,TESTIMAGES: a large-scale archive for testing visual devices and basic image processing algorithms,"Asuni, N., & Giachetti, A. (2014, September). TESTIMAGES: a Large-scale Archive for Testing Visual Devices and Basic Image Processing Algorithms. In Eurographics Italian Chapter Conference (pp. 63-70).;Asuni, N., & Giachetti, A. (2013). TESTIMAGES: A Large Data Archive For Display and Algorithm Testing. Journal of Graphics Tools, 17(4), 113-125.",EICC,University of Verona,
179,Time-Lapse Hyperspectral Radiance Images of Natural Scenes,2015,"D. H. Foster, S. M. C. Nascimento, and K. Amano",imaging/image processing,images,hyperspectral imaging,images,n/a,,,"Sequences of hyperspectral radiance images taken from a study by Foster, Amano, and Nascimento (2016) of scenes undergoing natural illumination changes.",http://personalpages.manchester.ac.uk/staff/d.h.foster/Time-Lapse_HSIs/Time-Lapse_HSIs_2015.html,http://personalpages.manchester.ac.uk/staff/d.h.foster/Time-Lapse_HSIs/nogueiro/thumbnails/Nogueiro_sequence_RGB_1140.jpg,Time-lapse ratios of cone excitations in natural scenes,"Foster, D. H., Amano, K., & Nascimento, S. M. (2016). Time-lapse ratios of cone excitations in natural scenes. Vision research, 120, 45-60.",,University of Manchester;University of Minho,
180,Tiny Images Dataset ,2008,"Antonio Torralba, Rob Fergus and William T. Freeman",recognition;classification;detection;segmentation,images,Wordnet,images,category labels;bounding boxes;pixel-wise segmentation;textual descriptions,79302017,75062,"Tiny Images dataset consists of 79,302,017 images, each being a 32x32 color image. Each image is loosely labeled with one of the
75,062 non-abstract nouns in English, as listed in the Wordnet
lexical database. Hence the image database gives a comprehensive
coverage of all object categories and scenes",http://groups.csail.mit.edu/vision/TinyImages/,http://groups.csail.mit.edu/vision/TinyImages/mosaicPaper1024.jpg,80 million tiny images: A large data set for nonparametric object and scene recognition,"Torralba, A., Fergus, R., & Freeman, W. T. (2008). 80 million tiny images: A large data set for nonparametric object and scene recognition. IEEE transactions on pattern analysis and machine intelligence, 30(11), 1958-1970.",,MIT,
181,Visual Dialog,2017,"Abhishek Das, Satwik Kottur, Khushi Gupta, Avi Singh, Deshraj Yadav, José M. F. Moura, Devi Parikh and Dhruv Batra",description/captioning,speech/language,dialog;HCI,images,textual descriptions,120000,,Human dialog on 120k COCO images.,https://visualdialog.org/,https://visualchatbot.cloudcv.org/#,Visual dialog,"Das, A., Kottur, S., Gupta, K., Singh, A., Yadav, D., Moura, J. M., ... & Batra, D. (2017, July). Visual dialog. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (Vol. 2).",CVPR;ICCV;HCOMP,Georgia Institute of Technology;Carnegie Mellon University;UC Berkeley;Virginia Tech,
182,Visual Question Answering (VQA),2017,"Yash Goyal, Tejas Khot, Douglas Summers-Stay, Dhruv Batra, Devi Parikh",description/captioning,speech/language,,images,textual descriptions,265016,,"Visual Question Answering (VQA) balances the popular VQA dataset by collecting complementary images such that every question in the balanced dataset is associated with not just a single image, but rather a pair of similar images that result in two different answers to the question. The dataset is by construction more balanced than the original VQA dataset and has approximately twice the number of image-question pairs.",http://visualqa.org/,http://visualqa.org/static/img/vqa_examples.jpg,Making the V in VQA Matter: Elevating the Role of Image Understanding in Visual Question Answering,"Goyal, Y., Khot, T., Summers-Stay, D., Batra, D., & Parikh, D. (2017, July). Making the V in VQA matter: Elevating the role of image understanding in Visual Question Answering. In CVPR(Vol. 1, No. 6, p. 9).",CVPR,Virginia Tech;Army Research Laboratory;Georgia Institute of Technology,
183,VQA-Human Attention (VQA-HAT) Dataset,2016,"Abhishek Das, Harsh Agrawal, C. Lawrence Zitnick, Devi Parikh, Dhruv Batra",gaze estimation,speech/language,attention;attention maps,images,gaze fixation annotations,62597,,VQA-HAT (Human ATtention) dataset evaluates attention maps generated by state-of-the-art VQA models against human attention both qualitatively (via visualizations) and quantitatively (via rank-order correlation). ,https://computing.ece.vt.edu/~abhshkdz/vqa-hat/,https://computing.ece.vt.edu/~abhshkdz/static/img/vqa-hat/att_comparison.jpg,Human attention in visual question answering: Do humans and deep networks look at the same regions?,"Das, A., Agrawal, H., Zitnick, L., Parikh, D., & Batra, D. (2017). Human attention in visual question answering: Do humans and deep networks look at the same regions?. Computer Vision and Image Understanding, 163, 90-100.",EMNLP;ICML,Virginia Tech;Facebook AI Research,
184,Wild Web tampered image dataset ,2015,"Markos Zampoglou, Symeon Papadopoulous and Yiannis Kompatsiaris",authentication/matching,,tampering,images,masks,80,,"The Wild Web dataset is a very large collection of forgeries collected from various Web and social media sources, accompanied by ground truth binary masks localizing the forgery, and by the image sources that were used to perform the forgery, wherever these are avaiable.",http://mklab.iti.gr/project/wild-web-tampered-image-dataset,,Detecting image splicing in the wild (web),"Zampoglou, M., Papadopoulos, S., & Kompatsiaris, Y. (2015, June). Detecting image splicing in the wild (web). In Multimedia & Expo Workshops (ICMEW), 2015 IEEE International Conference on (pp. 1-6). IEEE.",ICME,Centre for Research and Technology Hellas,
185,YFCC100M: The New Data in Multimedia Research ,2016,"Sebastian Kalkowski, Christian Schulze, Andreas Dengel, Damian Borth",recognition;classification,object;scenes,,images,category labels,100000000,,Dataset of 100 million photos and videos.,http://projects.dfki.uni-kl.de/yfcc100m/,http://projects.dfki.uni-kl.de/yfcc100m/imgs/browser_flow_small.png,Real-time Analysis and Visualization of the YFCC100m Dataset,"Kalkowski, S., Schulze, C., Dengel, A., & Borth, D. (2015, October). Real-time analysis and visualization of the YFCC100M dataset. In Proceedings of the 2015 Workshop on Community-Organized Multimodal Mining: Opportunities for Novel Solutions (pp. 25-30). ACM.",,University of Kaiserslautern;German Research Center for Artificial Intelligence (DFKI),
